,Time,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10
0,0.000161886,1,2,5,3,2,1,161,287,405,286
1,0.011805057,0,2,6,2,2,0,160,288,403,285
2,0.022783041,3,1,6,2,3,2,161,287,405,286
3,0.033881903,1,2,4,2,1,2,161,287,405,286
4,0.045096874,0,2,5,2,2,1,161,288,406,286
5,0.056176901,2,3,5,2,2,0,161,289,404,286
6,0.067039013,3,1,4,0,3,1,161,289,402,286
7,0.077862978,1,2,5,2,1,2,161,288,406,286
8,0.088743925,1,2,5,2,2,1,161,289,405,286
9,0.099658966,1,2,5,3,2,1,162,288,404,286
10,0.110492945,2,2,4,3,1,1,162,288,406,286
11,0.121310949,1,2,6,2,2,1,161,286,404,286
12,0.132112026,1,1,5,2,2,2,161,289,405,286
13,0.142900944,1,1,6,2,1,0,161,287,405,286
14,0.153743029,1,2,5,2,1,0,161,288,405,285
15,0.164540052,0,1,9,1,4,0,162,290,407,286
16,0.175355911,1,1,5,2,2,2,161,286,404,285
17,0.186203003,1,2,5,2,2,2,161,287,403,286
18,0.197118044,0,1,4,3,1,1,162,288,405,285
19,0.207911968,1,3,6,2,2,0,161,288,406,285
20,0.218685865,1,2,5,3,2,1,161,289,406,285
21,0.229467869,3,2,4,2,3,0,160,288,406,285
22,0.240227938,1,2,5,2,2,0,161,288,405,286
23,0.250956058,0,0,1,3,1,5,161,285,406,284
24,0.261905909,1,1,5,3,2,1,161,287,405,286
25,0.272727966,2,2,6,2,2,1,161,290,405,285
26,0.283508062,1,2,5,2,2,1,161,289,405,285
27,0.294301987,1,2,5,2,2,0,161,289,405,285
28,0.305090904,1,2,4,3,2,0,161,288,404,285
29,0.315887928,1,1,5,2,2,0,161,287,406,285
30,0.327000856,1,1,5,2,1,2,161,288,405,285
31,0.33779788,2,2,5,4,2,5,162,285,406,284
32,0.348573923,0,1,5,3,3,1,162,289,405,285
33,0.359375,2,2,6,3,2,2,162,290,404,285
34,0.370174885,1,1,4,2,3,1,161,287,405,285
35,0.380970955,1,1,6,3,2,0,161,289,406,285
36,0.392068863,2,1,5,3,2,1,161,287,405,285
37,0.402881861,1,2,5,2,2,0,161,290,406,285
38,0.413667917,2,3,5,3,2,1,162,289,406,285
39,0.424435854,3,1,5,2,2,1,161,289,406,285
40,0.435194969,2,0,7,1,0,1,161,289,405,283
41,0.445988893,0,1,4,2,1,2,161,289,405,285
42,0.456828833,1,2,4,2,2,1,161,288,406,286
43,0.467602968,0,2,5,2,2,2,161,287,406,285
44,0.478400946,1,1,4,2,2,0,161,288,405,285
45,0.489181995,2,2,6,2,2,0,161,288,404,285
46,0.499965906,1,2,5,3,1,0,161,288,405,285
47,0.510809898,1,0,4,1,2,0,161,289,405,285
48,0.521798849,0,1,6,1,6,0,161,288,408,287
49,0.532603025,1,1,4,3,1,1,161,287,405,285
50,0.543382883,2,0,4,3,2,1,161,288,405,285
51,0.554350853,1,1,6,3,3,0,161,287,405,285
52,0.56516695,2,1,6,2,2,1,161,287,405,285
53,0.575975895,0,2,5,2,3,0,161,287,405,285
54,0.586859941,1,2,5,2,2,1,160,288,404,285
55,0.597692966,0,1,4,2,2,0,160,288,406,284
56,0.6085639,1,1,1,2,2,3,162,291,405,283
57,0.619413853,1,1,5,2,1,1,161,289,406,284
58,0.630218029,2,2,5,2,2,1,161,287,405,284
59,0.641011953,2,1,4,3,2,1,160,286,406,284
60,0.651872873,1,1,5,3,2,1,160,288,405,284
61,0.662684917,2,1,4,2,2,2,160,287,405,285
