,Time,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10
0,0.000141859,2,1,5,1,3,0,82,249,412,293
1,0.011147022,3,4,4,0,1,1,82,250,414,295
2,0.023859978,1,2,7,2,2,0,81,249,412,293
3,0.035049915,2,2,7,1,2,1,82,249,411,293
4,0.046200037,1,0,6,1,1,3,81,249,411,293
5,0.057125807,2,1,5,2,2,0,82,248,412,293
6,0.068118811,2,2,6,1,2,1,82,249,412,293
7,0.079149008,0,1,6,2,1,1,82,249,411,293
8,0.090090036,1,1,6,0,3,1,82,249,411,293
9,0.101020813,1,1,5,1,4,1,82,251,412,293
10,0.111932039,2,1,6,0,2,1,82,249,411,293
11,0.122828007,1,1,7,2,3,1,82,248,412,293
12,0.133937836,2,1,7,0,2,1,82,250,411,293
13,0.144810915,1,2,6,1,3,1,82,249,411,293
14,0.155671835,0,2,5,1,2,1,83,249,412,293
15,0.166527987,0,1,5,2,2,1,82,250,411,293
16,0.17740202,0,1,6,1,1,0,82,250,411,292
17,0.188434839,4,2,11,0,0,4,80,249,412,293
18,0.199309826,0,2,6,0,2,2,82,247,412,293
19,0.210194826,1,1,6,3,2,1,82,247,411,293
20,0.221033812,2,2,5,2,2,2,83,248,410,293
21,0.231894016,1,1,6,1,2,1,82,248,411,293
22,0.242733002,0,1,5,0,2,1,82,249,412,293
23,0.253785849,2,1,6,1,3,2,82,250,412,293
24,0.264622927,3,1,7,1,2,0,82,248,411,293
25,0.275521994,2,1,7,5,3,1,82,245,411,294
26,0.286422014,1,2,6,2,2,1,82,248,411,293
27,0.297240973,2,2,5,2,2,0,82,248,412,293
28,0.308231831,2,1,6,1,2,2,82,247,412,293
29,0.319106817,2,1,6,1,1,1,82,250,411,292
30,0.329928875,1,0,7,2,2,0,81,248,412,292
31,0.340778828,0,2,7,2,3,1,82,248,413,292
32,0.351652861,1,1,6,1,1,1,82,249,412,292
33,0.362494946,1,1,5,1,1,2,82,248,412,292
34,0.373365879,0,1,4,5,0,0,82,248,412,292
35,0.384244919,0,2,6,1,2,0,82,248,412,292
36,0.395148039,1,2,6,1,3,3,82,250,411,292
37,0.406005859,2,1,5,2,2,0,82,249,411,292
38,0.416874886,3,2,6,1,2,1,82,249,412,292
39,0.427855969,2,1,6,1,2,0,82,248,412,292
40,0.438727856,2,1,6,1,1,2,82,249,413,292
41,0.449607849,0,2,7,2,3,1,82,247,411,292
42,0.460453034,0,1,5,5,3,0,82,245,413,293
43,0.471310854,0,2,6,1,2,1,82,248,413,292
44,0.482194901,2,3,6,2,3,2,82,249,411,291
45,0.493075848,0,2,5,2,2,1,82,249,411,292
46,0.503948927,2,2,6,2,1,0,82,249,412,291
47,0.514809847,2,2,6,2,2,1,82,248,412,291
48,0.52566886,1,2,5,2,3,0,82,248,413,292
49,0.536509991,2,1,5,0,3,2,82,249,412,291
50,0.547320843,1,1,5,3,1,0,82,248,413,292
51,0.558297873,3,2,5,1,2,1,82,249,412,291
52,0.569164991,2,2,6,1,2,2,83,249,410,291
53,0.580008984,0,1,6,2,2,2,82,248,412,292
54,0.590903998,2,1,5,1,2,1,82,249,412,291
55,0.601902962,1,2,5,1,2,0,82,249,412,291
56,0.612844944,0,2,6,1,2,0,82,248,412,291
57,0.623785973,1,1,6,2,2,0,82,249,411,292
58,0.634723902,0,1,5,3,0,2,82,245,412,292
59,0.645608902,2,2,5,2,2,2,82,249,411,291
