,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10
627,487,30,2,2,1,1,1,0,0,0
628,486,31,2,2,2,1,1,4,0,0
629,485,30,2,2,1,1,1,3,0,0
630,485,30,2,2,1,1,1,1,0,0
631,486,31,2,2,1,1,1,5,0,0
632,485,31,2,2,1,1,1,0,0,0
633,485,29,2,2,2,1,1,4,0,0
634,486,30,2,2,1,1,1,3,0,0
635,486,30,2,2,2,1,1,1,0,0
636,485,30,2,2,1,1,1,5,0,0
637,485,29,2,2,1,1,1,4,0,0
638,486,31,2,2,1,1,1,3,0,0
639,486,28,2,2,1,1,1,1,0,0
640,484,30,2,2,1,1,1,5,0,0
641,484,31,2,2,1,1,1,0,0,0
642,484,29,2,2,1,1,1,4,0,0
643,487,31,2,2,2,1,1,3,0,0
644,486,28,2,2,1,1,1,1,0,0
645,486,29,2,2,1,1,1,5,0,0
646,486,30,2,2,1,1,1,4,0,0
647,487,29,2,2,1,1,1,3,0,0
648,486,29,2,2,1,1,1,1,0,0
649,486,31,2,2,1,1,1,5,0,0
650,486,31,2,2,1,1,1,0,0,0
651,485,31,2,2,2,1,1,4,0,0
652,484,30,2,2,1,1,1,3,0,0
653,487,30,2,2,2,1,1,1,0,0
654,484,31,2,2,1,1,1,5,0,0
655,487,29,2,2,1,1,1,1,0,0
656,484,31,2,2,2,1,1,2,0,0
657,485,30,2,2,1,1,1,1,0,0
658,485,31,2,2,2,1,1,5,0,0
659,486,30,2,2,1,1,1,0,0,0
660,484,30,2,2,1,1,1,4,0,0
661,485,31,2,2,1,1,1,3,0,0
