,Time,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10
0,0.00016284,0,0,6,1,1,0,113,266,410,296
1,0.011198997,1,5,4,1,1,4,112,266,410,296
2,0.022254944,1,1,6,1,2,1,113,265,410,296
3,0.033749819,0,1,6,2,1,1,113,265,412,296
4,0.045240879,2,2,6,1,1,1,113,266,410,296
5,0.056644916,1,1,6,1,2,2,113,266,411,296
6,0.067543983,2,2,6,2,2,0,113,267,411,296
7,0.078426838,2,1,6,1,2,0,113,268,412,296
8,0.089460849,2,2,6,1,2,1,113,268,411,296
9,0.100423813,4,0,7,3,2,1,114,267,410,298
10,0.11131382,2,1,5,2,2,0,113,267,410,296
11,0.122172832,1,2,6,1,2,0,113,268,410,296
12,0.133019924,0,2,5,2,2,1,113,266,411,296
13,0.14388299,0,2,5,1,2,1,113,268,409,296
14,0.154738903,2,1,6,2,2,0,113,268,410,296
15,0.165611028,2,1,5,2,2,1,113,268,410,296
16,0.176431894,1,2,5,1,2,2,113,268,410,296
17,0.18730402,1,0,4,6,0,0,113,263,410,297
18,0.198112964,2,2,5,1,2,1,113,266,410,296
19,0.208920955,0,1,5,1,2,0,113,266,410,296
20,0.219897985,2,3,6,2,2,0,113,266,410,296
21,0.230751991,0,2,5,1,0,0,113,268,410,296
22,0.24161601,0,1,5,1,2,1,112,267,411,296
23,0.252460003,0,1,6,2,1,1,113,267,411,296
24,0.263332844,2,1,5,1,2,2,112,267,411,296
25,0.274195909,2,1,6,1,2,0,112,267,411,296
26,0.285091877,6,2,7,1,1,2,111,267,411,296
27,0.296198845,2,0,5,2,2,1,113,267,410,296
28,0.307073831,1,2,5,2,2,1,113,266,411,296
29,0.317941904,0,1,6,1,2,1,112,266,410,296
30,0.328771829,0,1,6,2,3,2,112,268,410,296
31,0.339735985,1,2,6,2,2,0,113,267,411,296
32,0.350608825,1,1,5,1,2,1,113,266,410,296
33,0.361476898,0,1,5,0,3,2,112,268,411,296
34,0.37232995,1,4,6,0,5,0,114,268,411,296
35,0.383163929,2,1,6,3,2,0,112,268,410,296
36,0.394061804,1,2,6,1,1,1,112,266,412,296
37,0.404925823,2,2,5,2,2,1,113,268,411,296
38,0.415794849,0,2,6,2,2,2,112,268,411,296
39,0.42663002,1,1,5,2,2,0,113,268,412,296
40,0.437479973,1,2,6,1,2,1,112,267,411,296
41,0.448302984,1,2,6,1,2,0,113,267,411,296
42,0.459100961,0,2,4,3,2,1,112,270,411,296
43,0.470103025,2,2,5,1,2,1,112,267,412,296
44,0.480965852,1,2,6,0,1,0,112,267,412,296
45,0.491766929,2,2,6,0,2,2,113,267,411,296
46,0.502620935,0,3,5,1,1,2,112,267,410,296
47,0.513559818,1,1,5,1,2,0,113,267,410,296
48,0.524423837,0,2,6,1,2,3,113,267,411,296
49,0.535567999,1,2,6,2,2,0,113,267,411,296
50,0.546432018,0,3,4,0,1,3,111,270,410,296
51,0.557288885,1,2,6,1,2,0,112,269,411,295
52,0.568143844,0,1,6,1,2,0,113,268,410,295
53,0.57900095,2,1,5,1,2,1,113,270,410,296
54,0.589968919,2,2,6,0,2,0,113,269,411,296
55,0.600864887,0,1,6,0,2,1,113,267,411,296
