,Time,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10
0,0.000134945,2,5,5,1,2,0,84,266,411,313
1,0.011094809,0,5,9,0,5,1,84,267,406,313
2,0.022029877,1,4,6,1,2,0,84,266,412,312
3,0.033273936,2,4,6,1,2,0,84,264,410,313
4,0.045830012,0,5,5,1,2,1,84,266,414,312
5,0.056718827,2,3,6,2,2,1,84,266,413,313
6,0.067589999,1,5,5,1,2,1,84,266,412,313
7,0.078595877,2,4,6,0,2,1,83,266,413,313
8,0.089468003,2,4,5,1,2,1,84,266,413,313
9,0.100329876,3,7,4,0,2,0,84,268,415,313
10,0.111157894,1,3,6,1,1,1,84,265,412,312
11,0.121941805,1,3,6,1,2,1,84,265,414,312
12,0.132830859,2,4,6,2,2,0,84,268,413,312
13,0.143888951,1,5,6,2,2,1,83,266,412,312
14,0.15472889,2,3,5,1,2,1,83,264,412,312
15,0.165588856,2,4,6,0,1,1,84,267,413,312
16,0.176430941,2,4,6,1,1,1,84,266,412,312
17,0.187247992,4,0,6,2,3,0,83,265,406,314
18,0.198156834,1,4,6,0,3,0,84,267,412,312
19,0.209021807,1,3,6,1,2,1,84,266,413,312
20,0.219867945,1,4,5,1,2,1,84,266,412,311
21,0.230716944,1,4,6,1,2,1,84,265,412,312
22,0.241582871,0,4,5,2,2,0,84,267,414,312
23,0.252460003,1,4,5,2,2,2,84,266,414,312
24,0.263320923,1,4,6,1,2,0,84,268,415,312
25,0.274184943,3,4,7,0,5,0,83,266,408,313
26,0.285041809,2,4,7,1,2,0,83,266,413,312
27,0.295889855,1,4,7,1,2,0,84,265,413,311
28,0.306732893,0,5,7,1,2,1,84,265,413,311
29,0.317570925,3,5,5,0,1,1,84,266,413,312
30,0.328511954,0,4,6,1,1,0,84,264,414,312
31,0.339355946,2,4,7,2,2,1,84,265,414,311
32,0.35022378,2,5,7,1,1,1,84,264,414,312
33,0.36103797,1,4,5,2,2,1,84,265,414,312
34,0.371845007,4,8,4,0,1,0,84,267,414,311
35,0.382717848,2,4,6,1,2,0,84,265,413,312
36,0.393761874,1,5,6,1,2,2,84,267,413,311
37,0.404596806,2,5,6,2,1,2,85,266,413,311
38,0.415450812,1,3,6,1,2,1,85,266,414,311
39,0.426289797,1,4,6,1,2,2,85,267,413,311
40,0.437102795,2,4,6,1,1,2,85,265,415,311
41,0.447947979,3,5,5,2,2,0,84,266,413,311
42,0.458968878,5,3,5,0,3,0,85,267,411,312
43,0.46981597,1,4,6,2,2,1,85,266,413,311
44,0.480674982,1,3,7,2,2,0,84,268,414,311
45,0.491490841,1,3,7,1,1,1,84,266,414,311
46,0.50235796,1,3,6,2,1,1,85,266,413,311
47,0.5132339,1,4,6,2,2,1,85,267,413,312
48,0.52408886,2,3,6,0,2,0,85,266,413,311
49,0.534930945,4,4,6,2,2,1,85,266,414,311
50,0.545790911,1,1,2,1,1,2,86,267,413,311
51,0.556638003,1,3,5,1,2,0,85,267,414,312
52,0.567480803,2,4,5,0,2,1,86,265,412,311
53,0.578317881,2,4,6,1,2,1,85,264,412,311
54,0.589135886,1,3,5,2,2,0,85,266,414,311
55,0.59997797,1,3,6,1,1,1,85,266,414,312
56,0.610894919,2,4,6,1,2,1,86,267,414,311
57,0.621743918,1,3,5,2,2,1,86,267,413,311
58,0.632637978,0,3,6,1,2,2,85,264,414,311
59,0.643896818,2,3,6,1,3,0,85,265,414,311
60,0.654730797,0,3,6,0,1,1,85,265,413,312
61,0.66558981,2,2,5,1,2,1,86,265,414,311
62,0.676422835,0,2,6,1,2,1,85,265,414,311
63,0.687223912,1,3,6,1,2,1,85,266,412,311
64,0.69814086,2,3,6,0,2,0,85,264,413,311
65,0.709006787,1,2,6,2,1,0,85,267,412,311
66,0.719972849,1,4,5,1,2,0,86,265,413,311
67,0.730836869,0,4,6,3,1,5,86,264,415,308
68,0.741719008,1,3,7,0,1,1,86,267,413,311
69,0.752628804,2,2,6,1,2,0,85,266,413,311
70,0.763479948,0,3,6,1,3,2,85,267,414,311
71,0.77438283,1,3,6,0,1,0,86,267,414,311
72,0.785228014,1,3,6,2,2,1,85,266,413,311
73,0.796089888,1,3,6,2,1,1,85,266,413,311
74,0.806917906,1,2,6,1,2,2,85,267,414,311
75,0.817752838,7,0,6,0,2,0,86,267,411,311
76,0.828718901,1,2,5,1,2,0,85,266,413,311
77,0.839574814,0,2,7,1,2,2,86,265,413,311
78,0.850430012,1,2,6,0,2,1,85,267,414,311
79,0.861238003,2,3,6,1,1,0,86,267,414,312
80,0.872053862,1,2,6,1,2,1,85,266,412,311
81,0.882908821,2,2,6,1,1,1,85,267,414,311
82,0.89376092,1,3,6,1,1,1,85,266,415,311
83,0.904570818,2,2,8,1,0,1,86,268,415,312
84,0.915413857,1,3,6,0,2,0,85,265,414,311
85,0.926265002,1,2,6,2,2,2,86,266,414,312
86,0.937069893,2,2,6,2,2,1,86,264,414,311
87,0.947912932,1,3,6,0,2,1,86,265,415,311
88,0.958842993,1,2,6,1,2,0,86,266,414,311
89,0.96983099,2,3,5,1,1,1,86,264,415,312
90,0.980681896,2,2,7,1,1,2,85,266,413,312
91,0.991504908,0,4,6,1,3,1,86,265,413,312
92,1.002353907,1,1,5,1,2,2,85,267,415,311
93,1.013198853,0,2,6,1,2,1,86,267,415,311
94,1.024049998,0,2,5,1,1,0,86,266,415,311
95,1.034880877,1,2,6,1,1,8,87,266,416,311
96,1.045739889,0,2,6,1,2,1,86,265,415,311
97,1.056592942,1,1,6,1,2,1,86,265,415,311
98,1.067423821,2,2,6,0,3,1,88,266,415,311
99,1.078330994,1,2,5,1,1,2,88,266,415,310
100,1.089185,4,5,4,3,0,0,88,268,417,311
101,1.100030899,1,2,6,2,2,0,89,266,416,310
102,1.110857964,1,3,6,1,2,0,89,266,415,311
103,1.121654988,1,2,5,0,2,1,88,266,414,311
104,1.132534981,0,2,7,1,2,1,88,269,415,311
105,1.143391848,3,2,7,2,4,1,88,266,416,311
106,1.154225827,1,2,6,1,2,1,87,264,414,311
107,1.165119887,1,2,6,1,1,2,85,264,416,311
108,1.175987006,0,3,6,4,2,1,79,265,414,311
109,1.186813832,2,1,6,1,3,2,77,262,413,310
110,1.197651863,0,5,5,0,2,0,94,256,415,311
111,1.208650828,0,3,5,1,3,0,105,256,414,313
112,1.219558955,2,5,6,1,6,1,109,247,410,313
113,1.230431795,0,10,6,2,5,1,109,247,411,311
114,1.241331816,3,6,7,1,5,2,105,247,413,306
115,1.252327919,1,20,7,2,6,0,103,247,413,303
116,1.263208866,2,22,6,2,12,0,104,246,414,298
117,1.274087906,0,45,5,1,23,1,99,252,412,288
118,1.284947872,2,74,6,1,23,2,93,258,412,281
119,1.295792818,0,87,5,10,30,2,84,258,418,275
120,1.306636811,1,105,5,1,26,1,75,264,415,273
121,1.317497969,3,108,5,5,39,1,73,269,413,262
122,1.328342915,7,134,4,7,46,0,66,273,414,253
123,1.339169979,18,145,4,7,52,2,55,277,413,246
124,1.350020886,29,154,5,17,77,1,49,279,413,233
