,Time,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10
0,0.000175,1,2,3,2,1,1,79,262,413,297
1,0.01125598,2,1,3,1,2,2,80,263,412,297
2,0.022316933,2,1,4,1,2,2,79,263,413,297
3,0.03380704,1,2,4,1,1,1,79,262,413,297
4,0.045293093,1,0,0,1,0,2,80,263,414,299
5,0.056476116,3,0,5,0,5,0,80,262,406,298
6,0.067364931,2,1,5,2,1,1,79,263,412,297
7,0.078224898,2,2,5,0,2,0,80,262,412,297
8,0.089066983,3,1,3,1,2,0,80,263,412,297
9,0.099932909,2,2,4,1,2,2,80,262,413,297
10,0.110764981,1,2,5,1,2,1,79,262,411,297
11,0.121602059,2,2,4,1,2,2,80,262,412,297
12,0.132431984,2,0,5,1,2,1,80,262,413,297
13,0.143284083,2,1,4,2,2,0,79,263,413,298
14,0.154125929,0,0,8,0,0,1,79,264,415,298
15,0.165007115,1,3,4,1,2,1,79,264,412,297
16,0.175853968,1,1,3,1,2,1,80,263,413,297
17,0.186691046,1,2,5,2,2,1,80,263,412,297
18,0.197504998,2,3,4,1,3,0,79,264,412,297
19,0.208384037,1,1,4,1,1,0,79,263,412,297
20,0.219264031,2,1,4,2,1,0,79,262,406,297
21,0.230236054,1,2,4,2,3,0,80,262,412,297
22,0.241101981,1,5,3,5,1,0,80,264,414,299
23,0.251908064,0,1,5,1,1,1,79,262,412,297
24,0.262703896,2,2,3,1,2,0,80,263,412,297
25,0.27354002,2,2,5,2,2,1,79,262,413,297
26,0.284411907,2,2,5,1,2,1,80,263,413,297
27,0.295913935,2,0,4,2,2,0,79,263,412,297
28,0.306744099,2,1,5,2,1,2,80,263,412,297
29,0.317564011,1,1,4,1,2,2,79,261,413,297
30,0.328430891,0,1,7,1,5,0,80,262,416,299
31,0.339253903,2,3,4,1,1,2,80,264,411,297
32,0.350188017,1,1,4,2,2,0,80,263,413,297
33,0.361082077,2,1,5,2,2,1,80,263,413,297
34,0.37191391,1,1,4,1,1,2,80,262,413,297
35,0.382724047,1,2,4,2,1,0,79,262,413,297
36,0.393580914,1,2,5,1,2,0,80,263,412,297
37,0.404412031,2,2,5,1,3,2,79,261,413,297
38,0.416023016,0,0,7,0,1,0,80,265,415,297
39,0.426862955,2,3,3,2,2,0,79,263,413,297
40,0.437696934,1,2,4,1,1,2,80,263,414,297
41,0.448520899,2,2,4,2,2,2,80,264,413,297
42,0.459333897,1,1,4,1,1,0,80,262,411,297
43,0.470451117,2,1,4,3,3,0,80,263,413,297
44,0.481292963,0,0,3,1,3,1,80,262,412,296
45,0.492120028,2,2,4,2,2,1,80,263,413,297
46,0.502944947,2,2,3,1,2,1,80,262,413,297
47,0.513786078,1,6,2,4,1,0,80,264,414,297
48,0.52463603,0,2,5,1,3,1,80,263,413,297
49,0.536197901,1,1,4,2,2,0,80,262,412,297
50,0.547004938,2,2,4,1,2,1,79,265,413,297
51,0.558079005,2,1,5,1,2,2,79,263,412,297
52,0.568895102,0,2,5,1,1,1,79,260,412,296
53,0.579759121,0,2,5,1,3,2,79,263,413,296
54,0.59059906,2,1,5,2,2,1,79,263,414,297
55,0.601541996,1,1,7,0,0,1,80,265,411,295
56,0.61244607,1,2,4,1,2,1,79,262,413,296
57,0.623296976,0,1,5,1,2,1,79,263,412,296
58,0.634150982,3,1,5,1,2,0,79,262,413,296
59,0.645714045,1,0,5,2,2,0,79,263,412,296
60,0.656558991,0,2,5,1,2,1,79,263,412,296
61,0.667385102,0,1,5,1,2,0,79,263,412,296
62,0.678200007,0,0,5,1,2,1,79,263,413,296
63,0.689013005,5,0,5,2,4,0,79,263,408,298
64,0.699984074,0,2,5,1,1,0,79,263,412,297
65,0.710834027,1,1,5,1,2,1,79,263,412,296
66,0.721673012,0,2,4,0,3,2,79,264,412,296
67,0.732506037,0,2,4,0,3,2,79,263,411,296
68,0.743336916,1,2,4,1,2,1,78,263,412,296
69,0.754179955,2,0,4,1,3,0,79,263,414,296
70,0.765742064,0,2,4,1,2,0,79,261,414,296
71,0.776582957,4,0,4,1,4,0,78,263,406,297
72,0.787394047,2,1,3,2,2,0,79,263,411,296
73,0.798238039,2,1,4,1,2,1,79,263,413,296
74,0.809051991,1,2,4,1,2,0,79,265,412,296
75,0.819912911,1,0,5,2,2,1,79,262,413,296
76,0.830745936,0,1,5,2,2,2,79,263,413,296
77,0.8415761,2,1,4,1,3,1,78,265,413,296
78,0.852379084,0,1,5,1,2,1,79,263,412,297
79,0.863171101,1,2,4,2,2,0,79,263,413,296
80,0.87401104,1,1,5,0,5,0,79,264,408,298
81,0.884922028,0,1,4,2,2,1,79,263,412,296
82,0.896301985,2,1,4,1,2,1,79,264,412,296
83,0.90712595,1,2,3,1,2,0,79,263,412,296
84,0.917930126,2,2,3,1,2,1,79,263,413,296
85,0.928719044,1,0,3,1,1,2,79,262,414,296
86,0.939548016,0,0,3,2,3,2,79,263,412,296
87,0.950581074,1,1,3,1,2,1,79,265,412,296
88,0.961452008,3,0,3,0,2,1,79,265,411,296
89,0.972311974,1,2,4,1,2,1,79,265,413,296
90,0.98315692,1,1,4,1,1,1,79,264,412,296
91,0.994024039,1,0,4,1,2,1,79,263,412,296
92,1.005619049,2,1,4,1,2,2,79,264,412,296
93,1.016490937,2,2,4,1,3,0,79,264,413,296
94,1.027319908,3,2,4,1,1,1,80,265,413,296
95,1.038147927,1,1,3,2,2,1,79,263,412,296
96,1.048986912,0,1,4,0,1,0,78,264,413,292
97,1.059966088,0,1,4,1,2,0,79,263,412,297
98,1.070822954,2,2,4,1,0,2,79,263,413,297
99,1.08167696,1,1,5,2,1,1,79,264,412,296
100,1.092494965,0,3,5,1,1,1,79,264,413,296
101,1.103305102,1,1,3,0,1,1,80,262,412,297
102,1.11413908,1,1,4,0,3,1,82,262,412,296
103,1.125648022,0,2,4,1,1,0,85,261,412,296
104,1.136487961,1,2,2,1,1,4,87,257,413,296
105,1.147310973,2,1,5,0,1,0,87,264,412,296
106,1.158138991,2,1,4,2,2,0,88,265,411,296
107,1.168968916,1,0,3,1,2,0,88,262,412,295
108,1.179899931,1,2,3,1,3,3,88,262,411,294
109,1.19074893,1,2,3,1,1,2,88,263,411,295
110,1.201570988,0,2,3,1,3,0,88,266,411,294
111,1.21244812,2,1,3,1,3,0,88,266,412,292
112,1.223330975,0,1,3,2,2,1,87,266,412,291
113,1.234191895,0,2,9,0,5,0,87,266,412,291
114,1.245806933,0,1,5,0,0,0,79,267,411,288
115,1.256648064,2,0,4,2,1,2,73,266,413,289
116,1.267488003,0,12,4,3,2,0,74,262,412,289
117,1.278301955,2,40,3,2,2,0,79,259,412,290
118,1.289108992,1,48,5,3,3,1,86,259,413,289
119,1.299958945,1,50,4,1,1,1,86,259,412,286
120,1.310781002,3,57,4,2,1,1,85,253,414,281
121,1.321739912,4,88,5,1,6,0,79,258,416,279
122,1.332717896,1,103,4,2,3,1,76,259,415,273
123,1.343624115,1,116,4,6,1,2,73,264,417,268
124,1.354588032,1,122,3,5,11,2,60,271,417,262
125,1.366418124,0,127,3,16,53,1,51,281,418,221
126,1.377320051,3,142,4,27,86,0,53,289,422,197
127,1.388226986,6,149,5,41,95,4,50,294,422,188
128,1.399081946,10,152,6,61,117,3,50,304,421,176
129,1.409925938,19,156,5,66,133,6,49,311,414,164
130,1.420759917,41,177,5,77,133,8,45,316,420,162
131,1.431586981,47,185,5,72,156,9,45,331,418,156
132,1.442436934,65,185,4,74,189,10,47,334,417,158
