,Time,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10
0,0.000142097,1,2,5,1,2,0,94,254,404,310
1,0.011480093,2,1,6,1,2,0,94,255,405,309
2,0.022495031,1,2,6,1,2,1,93,257,405,310
3,0.033756971,2,2,6,0,3,1,93,255,405,309
4,0.044992924,0,2,6,1,2,0,94,254,404,310
5,0.055864096,4,5,5,2,2,0,94,256,408,311
6,0.066668987,2,1,5,2,3,1,93,255,404,309
7,0.077744007,0,2,5,1,1,1,93,256,404,309
8,0.088649034,2,1,6,2,2,1,93,256,405,309
9,0.099473953,0,1,5,1,3,1,94,256,404,309
10,0.110306025,1,2,6,1,2,3,93,256,405,309
11,0.121170998,3,3,6,1,3,1,93,253,405,309
12,0.131989002,1,1,6,1,3,0,94,256,404,309
13,0.142855883,5,0,6,1,4,0,93,256,400,311
14,0.153614998,1,2,6,1,3,1,93,254,404,309
15,0.164372921,2,2,6,1,2,0,93,255,404,309
16,0.17515111,0,1,6,0,2,1,94,254,405,309
17,0.18591094,3,1,5,1,2,1,93,255,404,309
18,0.196655035,1,2,6,1,3,2,93,254,403,308
19,0.207658052,2,2,6,1,2,0,93,254,404,309
20,0.218508005,3,1,5,2,2,1,93,254,405,309
21,0.229269981,1,1,6,1,2,0,93,253,406,309
22,0.24003911,0,0,10,0,4,1,93,255,406,310
23,0.250822067,2,2,5,1,2,0,93,254,404,309
24,0.262192965,0,1,5,3,2,0,93,254,404,309
25,0.273111105,2,2,5,1,2,0,93,254,404,309
26,0.283965111,1,2,6,1,2,2,93,255,403,309
27,0.294750929,1,1,5,0,2,1,93,254,404,309
28,0.305567026,2,2,6,2,2,0,93,256,404,309
29,0.316395998,1,2,6,1,1,2,93,254,403,309
30,0.327394009,0,2,5,6,1,4,93,252,406,310
31,0.338831902,2,1,6,1,2,2,93,253,404,309
32,0.349921942,0,2,6,2,2,0,93,254,404,308
33,0.360826015,2,1,6,1,1,1,93,256,404,309
34,0.371673107,1,2,6,1,2,0,94,255,404,309
35,0.382508993,1,1,5,2,2,0,93,255,405,309
36,0.393412113,0,1,6,2,2,0,93,255,404,309
37,0.404249906,0,1,5,1,1,0,93,254,404,309
38,0.415098906,1,4,1,0,3,0,94,255,407,308
39,0.425937891,2,1,4,1,2,1,93,255,404,309
40,0.436717987,1,2,4,3,2,1,93,253,405,308
41,0.447649002,3,2,5,0,1,2,93,254,404,308
42,0.458447933,2,1,5,1,2,1,92,253,405,309
43,0.469229937,3,1,5,1,2,2,93,255,404,309
44,0.479986906,0,1,5,1,2,1,93,255,403,309
45,0.490772963,2,3,5,1,2,0,93,255,403,309
46,0.501581907,2,2,6,1,3,1,93,254,404,309
47,0.512465,3,2,7,1,0,2,93,256,407,304
48,0.523411989,1,1,6,1,2,2,93,254,404,309
49,0.534234047,2,2,5,1,2,1,93,254,404,309
50,0.545017958,2,1,5,1,2,2,93,255,405,309
51,0.55580306,3,2,5,1,3,1,93,254,404,309
52,0.566588879,2,2,6,0,2,1,93,255,403,308
53,0.577492952,1,1,5,1,1,2,93,254,403,309
54,0.588295937,1,2,5,1,2,1,93,256,404,308
55,0.59910202,0,5,6,1,4,1,93,255,400,310
56,0.610018969,1,2,6,1,2,2,93,256,403,309
57,0.620884895,2,1,6,1,1,0,93,255,404,309
58,0.631789923,2,2,5,1,1,2,93,256,403,308
59,0.642832994,2,2,5,1,2,1,93,256,403,308
60,0.653632879,0,1,7,2,2,1,92,254,405,308
61,0.664410114,3,0,6,2,3,1,93,254,403,309
62,0.675322056,2,1,7,0,2,2,93,257,404,308
63,0.686096907,3,0,9,0,1,1,92,255,406,310
64,0.69700098,1,1,7,1,1,0,93,254,403,309
65,0.707856893,1,2,7,1,2,2,93,256,405,309
66,0.71867609,1,2,7,1,1,2,93,254,404,309
67,0.729455948,1,1,6,0,2,1,93,256,405,309
68,0.740241051,1,2,5,2,2,1,93,255,404,308
69,0.751023054,1,2,6,1,2,0,92,254,404,308
70,0.761944056,0,1,6,2,1,1,93,256,404,308
71,0.772886038,2,0,9,0,2,1,93,255,404,309
72,0.783719063,2,2,7,1,2,1,93,256,403,308
73,0.794579983,2,2,7,1,2,1,93,255,405,308
74,0.805389881,2,2,5,1,3,0,93,254,405,308
75,0.816198111,3,1,5,1,2,1,93,254,405,308
76,0.827152967,2,2,6,2,2,1,93,255,405,309
77,0.837975025,0,1,6,1,3,2,93,254,404,308
78,0.848768949,2,2,5,1,1,1,93,256,404,309
79,0.859545946,1,1,6,1,2,1,93,255,404,309
80,0.870312929,0,2,10,1,3,0,93,257,404,310
81,0.881087065,2,1,6,1,2,1,93,255,404,308
82,0.891868114,1,1,5,2,1,1,93,254,404,308
83,0.902710915,3,2,5,2,2,1,93,254,405,308
84,0.913513899,1,1,4,2,2,0,93,256,404,308
85,0.924371004,2,2,5,1,3,1,93,256,405,308
86,0.935182095,2,1,5,1,2,2,93,255,404,308
87,0.945944071,0,1,5,1,1,2,93,256,404,308
88,0.956743956,2,4,4,5,1,3,93,250,405,308
89,0.967758894,1,2,4,1,2,1,93,256,403,308
90,0.978555918,2,2,5,2,2,0,93,257,404,308
91,0.989343882,0,2,5,1,1,1,93,255,405,308
92,1.000138044,1,2,5,1,2,0,93,254,403,308
93,1.010976076,1,1,5,2,2,2,93,255,403,308
94,1.021842003,0,3,6,1,2,1,93,254,403,308
95,1.032684088,2,2,4,1,2,0,93,255,404,308
96,1.043487072,0,1,7,0,4,0,93,255,400,310
97,1.05427289,0,2,4,1,3,1,94,256,404,308
98,1.065074921,2,1,5,1,1,1,93,256,404,308
99,1.075860023,2,1,6,1,2,1,93,255,404,308
100,1.086632013,0,1,6,0,2,0,93,255,404,308
101,1.097480059,2,1,5,2,1,1,93,254,403,308
102,1.108289957,1,0,6,2,2,1,93,256,404,308
103,1.119157076,0,2,6,1,1,0,93,254,404,308
104,1.129923105,1,2,5,0,1,2,93,256,403,308
105,1.140700102,5,0,4,0,3,0,93,255,403,308
106,1.151498079,1,2,4,2,2,0,93,253,404,308
107,1.162627935,1,2,6,2,2,2,93,256,402,308
108,1.173448086,0,2,5,2,2,1,93,255,405,308
109,1.184225082,1,1,5,2,3,1,93,254,403,308
110,1.195003033,2,2,4,1,1,1,93,256,404,308
111,1.206114054,3,2,4,1,2,0,92,257,404,308
112,1.217134953,1,2,5,1,2,1,92,256,402,308
113,1.227974892,0,1,3,1,3,3,94,256,404,304
114,1.238779068,2,1,5,0,2,0,93,254,404,309
115,1.2495749,2,2,7,2,2,1,93,255,404,308
116,1.260360956,2,2,7,0,3,1,92,256,403,308
117,1.271186113,2,1,6,1,2,1,93,256,403,308
118,1.282011032,2,1,6,0,3,1,93,253,404,308
119,1.293287039,1,1,6,1,2,1,93,255,403,308
120,1.304084063,2,2,6,1,2,0,92,254,403,308
121,1.314938068,1,0,3,1,0,2,93,255,407,309
122,1.325782061,2,1,6,1,1,2,93,254,403,308
123,1.336574078,2,1,5,0,2,0,93,255,404,309
124,1.347438097,1,2,5,1,2,1,93,256,403,309
125,1.358242035,2,2,5,1,2,2,93,255,404,308
126,1.369025946,2,2,6,1,2,1,92,255,403,308
127,1.379837036,2,2,6,0,1,0,93,254,404,309
128,1.390611887,1,1,6,1,2,0,93,255,403,308
129,1.401422024,2,2,6,2,3,0,93,254,404,308
130,1.412286997,4,2,7,0,6,1,93,256,400,309
131,1.423213005,3,1,6,2,2,1,93,254,404,308
132,1.434025049,2,1,6,1,2,0,93,254,403,308
133,1.444816112,0,0,6,2,2,2,92,256,403,309
134,1.45562005,1,1,6,1,1,2,93,256,404,308
135,1.466408014,3,2,6,1,1,0,92,255,405,308
136,1.477359056,1,2,5,1,2,1,93,255,403,308
137,1.488163948,1,2,7,1,2,1,93,254,404,308
138,1.498933077,3,0,6,1,4,0,93,255,399,309
139,1.509756088,2,2,6,1,4,2,93,255,404,308
140,1.520574093,0,1,7,1,2,1,93,256,403,309
141,1.531384945,1,2,5,2,2,2,93,255,403,309
142,1.542203903,1,2,5,1,2,2,93,256,404,308
143,1.553026915,1,2,5,2,2,1,92,255,402,308
144,1.563792944,1,2,6,1,2,2,93,255,404,309
145,1.574589968,1,1,6,1,2,2,93,255,404,308
146,1.58535409,5,3,5,0,1,2,93,255,404,308
147,1.596108913,1,1,6,1,2,1,93,255,403,308
148,1.606964111,1,2,6,1,2,1,93,255,402,308
149,1.618159056,0,1,6,1,2,1,93,255,403,309
150,1.629048109,2,1,6,1,2,1,93,254,404,309
151,1.639842033,1,2,6,1,2,1,93,255,404,309
152,1.650623083,1,2,6,2,3,1,93,255,403,309
153,1.661447048,1,0,6,2,3,2,93,255,403,309
154,1.672290087,1,2,5,1,2,1,93,255,402,309
155,1.683135986,1,2,6,1,2,0,93,255,403,308
156,1.693924904,3,2,6,1,1,0,93,255,403,309
157,1.704709053,1,1,5,1,2,0,93,256,403,308
158,1.715526104,2,2,5,1,3,2,93,254,404,309
159,1.726490021,1,3,6,2,2,1,93,254,403,308
160,1.737468004,1,2,5,1,2,1,93,254,403,308
161,1.748260021,1,2,5,3,2,1,93,256,403,308
162,1.759047031,0,2,4,1,3,2,93,256,403,309
163,1.769849062,5,0,3,0,1,2,93,258,405,309
164,1.780611992,1,2,5,1,2,1,93,254,403,308
165,1.79143095,3,1,5,0,2,1,93,254,404,309
166,1.802283049,1,2,5,1,2,1,92,254,403,308
167,1.813179016,0,0,4,2,3,1,92,253,404,308
168,1.824034929,2,0,5,1,3,1,93,256,403,308
