,Time,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10
0,0.000169039,1,3,7,2,1,0,141,270,429,306
1,0.011183977,1,2,6,1,2,0,141,269,428,306
2,0.02217412,1,2,6,2,2,0,142,268,428,306
3,0.033574105,0,2,5,1,2,2,141,269,428,306
4,0.044929028,1,2,6,1,2,1,142,268,428,306
5,0.056258202,1,3,7,2,2,1,142,269,430,306
6,0.067147017,2,2,7,1,2,1,142,269,429,306
7,0.078081131,4,4,3,0,2,0,142,269,431,304
8,0.089023114,1,1,7,1,1,0,141,269,429,306
9,0.099889994,1,1,7,2,2,0,142,268,429,306
10,0.110722065,0,1,6,1,2,1,141,269,430,307
11,0.121530056,2,2,6,2,2,1,141,270,429,306
12,0.132295132,1,1,6,2,2,1,141,269,428,306
13,0.143205166,1,2,6,1,1,1,141,269,430,306
14,0.154021979,2,2,7,2,3,0,141,270,428,306
15,0.164826155,2,0,9,0,1,1,141,268,428,308
16,0.175572157,2,1,6,1,1,1,141,270,429,306
17,0.186381102,0,3,7,1,2,0,141,268,429,306
18,0.197214127,0,2,7,2,2,2,141,268,430,306
19,0.208100081,1,1,6,2,2,1,141,269,428,306
20,0.219006062,1,3,7,2,2,1,141,267,429,306
21,0.229801178,2,2,6,2,2,2,141,269,429,306
22,0.240568161,2,1,6,1,2,1,141,269,428,306
23,0.251342059,1,6,2,1,2,2,142,269,431,304
24,0.262125969,1,1,7,2,2,1,141,268,429,306
25,0.273101092,2,2,7,1,3,1,141,268,429,306
26,0.283900023,2,2,6,2,2,1,141,270,429,306
27,0.294681073,3,1,6,0,2,1,142,267,429,306
28,0.305474043,2,2,6,0,2,1,141,269,430,306
29,0.316279173,0,2,6,1,2,0,141,268,430,306
30,0.327083111,0,1,6,2,2,0,141,269,429,306
31,0.337936163,1,2,6,2,1,2,141,268,430,305
32,0.3489182,0,1,7,2,2,1,141,268,429,306
33,0.359693051,1,1,6,1,1,1,141,268,429,305
34,0.370490075,0,2,7,2,1,0,141,268,429,306
35,0.381262064,1,1,5,2,3,2,141,269,430,306
36,0.392044068,1,1,6,3,3,0,141,269,429,306
37,0.40297699,2,1,5,1,2,1,141,268,429,306
38,0.413833142,1,2,6,2,3,0,142,269,429,306
39,0.424619198,0,2,6,0,2,0,142,268,429,306
40,0.435395003,0,4,6,0,3,1,141,270,424,308
41,0.446168185,1,2,6,1,3,2,141,269,428,306
42,0.456981182,1,1,5,1,2,1,141,268,429,306
43,0.467792988,0,2,5,1,3,0,141,269,430,306
