,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10
144,489,9,2,2,1,1,1,4,0,0
145,489,10,2,2,2,1,1,0,0,0
146,488,9,2,2,2,1,1,4,0,0
147,489,10,2,2,2,1,1,2,0,0
148,489,10,2,2,1,1,1,2,0,0
149,486,10,2,2,2,1,1,4,0,0
150,489,9,2,2,1,1,1,1,0,0
151,489,9,2,2,1,1,1,4,0,0
152,488,9,2,2,1,1,1,2,0,0
153,489,9,2,2,1,1,1,2,0,0
154,487,9,2,2,1,1,1,1,0,0
155,488,10,2,2,1,1,1,4,0,0
156,490,9,2,2,1,1,1,2,0,0
157,489,17,2,2,1,1,1,2,0,0
158,488,12,2,2,1,1,1,4,0,0
159,487,12,2,2,2,1,1,0,0,0
160,487,11,2,2,2,1,1,4,0,0
161,489,10,2,2,1,1,1,2,0,0
162,487,10,2,2,1,1,1,2,0,0
163,487,12,2,2,1,1,1,4,0,0
164,488,10,2,2,1,1,1,4,0,0
165,489,12,2,2,2,1,1,2,0,0
166,489,11,2,2,1,1,1,2,0,0
167,489,10,2,2,1,1,1,4,0,0
168,488,11,2,2,1,1,1,1,0,0
169,489,10,2,2,1,1,1,4,0,0
170,489,11,2,2,2,1,1,2,0,0
171,489,10,2,2,2,1,1,2,0,0
172,489,12,2,2,1,1,1,4,0,0
173,489,10,2,2,2,1,1,1,0,0
174,488,12,2,2,1,1,1,2,0,0
175,489,11,2,2,1,1,1,2,0,0
176,489,10,2,2,2,1,1,4,0,0
177,489,10,2,2,1,1,1,1,0,0
178,489,12,2,2,1,1,1,4,0,0
179,489,11,2,2,2,1,1,2,0,0
180,489,11,2,2,1,1,1,2,0,0
181,490,11,2,2,1,1,1,4,0,0
182,488,13,2,2,1,1,1,0,0,0
183,488,12,2,2,1,1,1,4,0,0
184,489,14,2,2,2,1,1,2,0,0
185,488,14,2,2,1,1,1,4,0,0
186,489,13,2,2,1,1,1,0,0,0
187,490,16,2,2,1,1,1,4,0,0
188,490,15,2,2,1,1,1,2,0,0
189,490,16,2,2,1,1,1,2,0,0
190,489,18,2,2,2,1,1,4,0,0
191,489,16,2,2,1,1,1,1,0,0
192,490,16,2,2,1,1,1,4,0,0
193,489,17,2,2,2,1,1,2,0,0
194,489,17,2,2,1,1,1,4,0,0
195,488,17,2,2,1,1,1,0,0,0
196,489,16,2,2,2,1,1,4,0,0
197,489,18,2,2,1,1,1,2,0,0
198,489,17,2,2,2,1,1,2,0,0
199,488,18,2,2,2,1,1,4,0,0
200,488,17,2,2,1,1,1,0,0,0
201,490,17,2,2,2,1,1,4,0,0
202,487,18,2,2,2,1,1,2,0,0
203,488,18,2,2,2,1,1,2,0,0
204,490,18,2,2,2,1,1,1,0,0
205,490,13,2,2,2,1,1,4,0,0
206,489,13,2,2,2,1,1,2,0,0
207,489,11,2,2,2,1,1,2,0,0
208,490,12,2,2,2,1,1,4,0,0
209,490,10,2,2,1,1,1,1,0,0
210,489,11,2,2,2,1,1,4,0,0
211,490,9,2,2,1,1,1,2,0,0
212,488,9,2,2,2,1,1,2,0,0
213,489,9,2,2,1,1,1,4,0,0
214,489,7,2,2,1,1,1,4,0,0
215,494,8,2,2,1,1,1,2,0,0
216,495,10,2,2,1,1,1,2,0,0
217,495,10,2,2,1,1,1,4,0,0
218,495,9,2,2,2,1,1,0,0,0
219,492,7,2,2,1,1,1,4,0,0
220,495,9,2,2,2,1,1,2,0,0
221,495,10,2,2,1,1,1,2,0,0
222,493,13,2,2,2,1,1,4,0,0
223,498,12,2,2,2,1,1,1,0,0
224,507,50,2,2,1,1,1,2,0,0
225,499,53,2,2,2,1,1,2,0,0
226,489,57,2,2,1,1,1,4,0,0
227,475,58,2,2,1,1,1,0,0,0
228,434,143,2,2,2,1,1,4,0,0
229,428,155,2,2,1,1,1,2,0,0
230,426,100,2,2,1,1,1,2,0,0
231,426,70,2,2,2,1,1,4,0,0
232,435,77,2,2,1,1,1,1,0,0
233,443,100,2,2,1,1,1,4,0,0
234,441,96,2,2,1,1,1,2,0,0
235,433,52,2,2,2,1,1,4,0,0
236,430,50,2,2,1,1,1,0,0,0
237,413,62,2,2,1,1,1,4,0,0
238,407,22,2,2,1,1,1,2,0,0
239,402,54,2,2,2,1,1,2,0,0
240,394,74,2,2,2,1,1,4,0,0
241,396,43,2,2,1,1,1,1,0,0
242,398,53,2,2,1,1,1,4,0,0
243,376,48,2,2,2,1,1,2,0,0
244,380,25,2,2,1,1,1,4,0,0
245,384,10,2,2,1,1,1,0,0,0
246,389,20,2,2,2,1,1,4,0,0
247,386,9,2,2,2,1,1,2,0,0
248,353,6,2,2,1,1,1,2,0,0
249,336,9,2,2,2,1,1,4,0,0
250,328,43,2,2,2,1,1,0,0,0
251,337,23,2,2,1,1,1,4,0,0
252,342,17,2,2,1,1,1,2,0,0
253,339,20,2,2,1,1,1,2,0,0
254,316,23,2,2,2,1,1,1,0,0
255,329,17,2,2,1,1,1,4,0,0
256,330,7,2,2,2,1,1,2,0,0
257,335,8,2,2,2,1,1,2,0,0
258,327,18,2,2,2,1,1,4,0,0
259,327,19,2,2,2,1,1,0,0,0
260,322,15,2,2,2,1,2,4,0,0
261,323,12,2,2,1,1,1,2,0,0
262,322,10,2,2,2,1,1,2,0,0
263,324,9,2,2,1,1,1,4,0,0
264,325,8,2,2,1,1,1,4,0,0
265,322,8,2,2,1,1,1,2,0,0
266,320,7,2,2,1,1,1,2,0,0
267,321,8,2,2,1,1,1,4,0,0
268,322,7,2,2,1,1,1,1,0,0
269,322,9,2,2,2,1,1,4,0,0
270,325,11,2,2,2,1,1,2,0,0
271,324,10,2,2,1,1,1,2,0,0
272,324,9,2,2,1,1,1,4,0,0
273,329,9,2,2,1,1,1,0,0,0
274,330,9,2,2,1,1,1,2,0,0
275,331,11,2,2,1,1,1,2,0,0
276,333,11,2,2,1,1,1,4,0,0
277,299,11,2,2,1,1,1,0,0,0
278,296,6,2,2,1,1,1,4,0,0
279,295,9,2,2,2,1,1,2,0,0
280,292,16,2,2,1,1,1,2,0,0
281,297,15,2,2,1,1,1,4,0,0
282,293,12,2,2,2,1,1,1,0,0
283,298,14,2,2,2,1,1,2,0,0
284,297,13,2,2,1,1,1,2,0,0
285,298,13,2,2,2,1,1,4,0,0
286,297,13,2,2,1,1,1,0,0,0
287,297,12,2,2,1,1,1,4,0,0
288,295,14,2,2,2,1,1,2,0,0
289,296,13,2,2,1,1,1,2,0,0
290,300,12,2,2,2,1,1,4,0,0
291,300,13,2,2,2,1,1,1,0,0
292,296,13,2,2,1,1,1,4,0,0
293,297,12,2,2,1,1,1,2,0,0
294,298,13,2,2,1,1,1,4,0,0
295,298,14,2,2,1,1,1,1,0,0
296,298,13,2,2,1,1,1,4,0,0
297,298,15,2,2,2,1,2,2,0,0
298,298,15,2,2,1,1,1,2,0,0
299,299,14,2,2,2,1,1,4,0,0
300,300,15,2,2,2,1,1,0,0,0
301,299,15,2,2,1,1,1,4,0,0
302,299,16,2,2,1,1,1,2,0,0
303,298,15,2,2,2,1,1,4,0,0
304,301,17,2,2,1,1,1,0,0,0
305,302,16,2,2,2,1,1,4,0,0
306,303,15,2,2,1,1,1,2,0,0
307,303,14,2,2,1,1,1,2,0,0
308,299,14,2,2,1,1,1,4,0,0
309,300,14,2,2,2,1,1,0,0,0
310,300,13,2,2,1,1,2,4,0,0
311,301,14,2,2,2,1,1,2,0,0
312,299,14,2,2,2,1,1,2,0,0
313,302,12,2,2,1,1,1,1,0,0
314,301,13,2,2,1,1,2,4,0,0
315,302,14,2,2,2,1,1,2,0,0
316,302,13,2,2,2,1,1,2,0,0
317,302,13,2,2,1,1,1,4,0,0
318,302,13,2,2,1,1,1,1,0,0
319,300,11,2,2,1,1,1,4,0,0
320,301,13,2,2,2,1,1,2,0,0
321,300,12,2,2,1,1,1,2,0,0
322,300,14,2,2,1,1,1,4,0,0
323,301,14,2,2,1,1,1,4,0,0
324,301,15,2,2,2,1,1,2,0,0
325,302,14,2,2,1,1,1,2,0,0
326,300,15,2,2,1,1,1,4,0,0
327,303,15,2,2,2,1,1,0,0,0
328,302,13,2,2,1,1,1,4,0,0
329,302,14,2,2,1,1,1,2,0,0
330,303,14,2,2,2,1,1,2,0,0
331,304,13,2,2,1,1,1,4,0,0
332,303,14,2,2,1,1,1,0,0,0
333,300,14,2,2,1,1,1,2,0,0
334,298,13,2,2,2,1,1,2,0,0
335,296,12,2,2,1,1,1,4,0,0
336,297,14,2,2,1,1,1,0,0,0
337,296,13,2,2,2,1,1,4,0,0
338,297,15,2,2,2,1,1,2,0,0
339,296,14,2,2,2,1,1,2,0,0
340,295,15,2,2,1,1,1,4,0,0
341,291,14,2,2,1,1,1,0,0,0
342,293,12,2,2,2,1,1,4,0,0
343,296,10,2,2,1,1,1,2,0,0
344,297,11,2,2,1,1,1,5,0,0
345,297,12,2,2,2,1,1,0,0,0
346,295,10,2,2,1,1,1,4,0,0
347,296,13,2,2,2,1,1,2,0,0
348,292,13,2,2,1,1,1,2,0,0
349,292,19,2,2,2,1,2,4,0,0
350,293,8,2,2,1,1,1,0,0,0
351,295,11,2,2,1,1,1,4,0,0
352,295,13,2,2,2,1,1,2,0,0
353,290,15,2,2,2,1,1,4,0,0
354,291,17,2,2,1,1,1,0,0,0
355,292,21,2,2,1,1,1,4,0,0
356,290,13,2,2,1,1,1,2,0,0
357,283,14,2,2,2,1,1,2,0,0
358,283,11,2,2,2,1,1,4,0,0
359,287,13,2,2,1,1,1,0,0,0
360,286,12,2,2,2,1,1,4,0,0
361,281,14,2,2,1,1,1,2,0,0
362,284,14,2,2,2,1,1,2,0,0
363,282,13,2,2,1,1,1,0,0,0
364,281,16,2,2,1,1,1,4,0,0
365,281,16,2,2,1,1,1,2,0,0
366,278,16,2,2,1,1,1,2,0,0
367,282,17,2,2,1,1,1,4,0,0
368,287,16,2,2,1,1,1,1,0,0
369,280,16,2,2,1,1,1,4,0,0
370,287,17,2,2,1,1,1,2,0,0
371,278,17,2,2,1,1,1,2,0,0
372,280,18,2,2,2,1,1,4,0,0
373,278,19,2,2,2,1,1,4,0,0
374,272,18,2,2,1,1,1,2,0,0
375,273,8,2,2,2,1,1,2,0,0
376,278,9,2,2,2,1,1,4,0,0
377,272,11,2,2,1,1,1,1,0,0
378,278,12,2,2,1,1,1,4,0,0
379,270,18,2,2,1,1,1,2,0,0
380,302,9,2,2,1,1,1,2,0,0
381,299,8,2,2,1,1,1,4,0,0
382,305,6,2,2,2,1,1,1,0,0
383,309,10,2,2,2,1,1,2,0,0
384,315,11,2,2,2,1,1,2,0,0
385,323,18,2,2,1,1,1,4,0,0
386,330,24,2,2,1,1,1,1,0,0
387,333,11,2,2,1,1,1,4,0,0
388,331,22,2,2,2,1,1,2,0,0
389,345,51,2,2,2,1,1,2,0,0
390,359,99,2,2,1,1,1,4,0,0
391,362,85,2,2,1,1,1,1,0,0
392,400,140,2,2,1,1,1,2,0,0
393,399,144,2,2,2,1,1,2,0,0
394,405,168,2,2,2,1,1,4,0,0
395,411,213,2,2,2,1,1,0,0,0
396,405,181,2,2,1,1,1,4,0,0
397,416,150,2,2,2,1,1,2,0,0
398,411,191,2,2,2,1,1,2,0,0
399,410,204,2,2,1,1,1,4,0,0
400,407,152,2,2,1,1,1,1,0,0
401,409,185,2,2,2,1,1,4,0,0
402,399,118,2,2,1,1,1,2,0,0
403,410,91,2,2,1,1,1,4,0,0
404,414,83,2,2,1,1,1,1,0,0
405,421,32,2,2,1,1,1,4,0,0
406,425,30,2,2,1,1,1,2,0,0
407,427,24,2,2,2,1,1,2,0,0
408,432,21,2,2,1,1,1,4,0,0
409,432,20,2,2,1,1,1,1,0,0
410,428,46,2,2,2,1,1,4,0,0
411,421,22,2,2,1,1,1,2,0,0
412,403,14,2,2,1,1,1,4,0,0
413,396,9,2,2,1,1,1,0,0,0
414,399,6,2,2,2,1,1,4,0,0
415,396,13,2,2,1,1,1,2,0,0
416,395,4,2,2,2,1,1,2,0,0
417,400,1,2,2,1,1,1,4,0,0
418,404,2,2,2,1,1,1,1,0,0
419,406,1,2,2,2,1,1,4,0,0
420,410,3,2,2,2,1,1,2,0,0
421,404,0,2,2,2,1,1,2,0,0
422,388,1,2,2,1,1,1,1,0,0
423,391,2,2,2,2,1,1,4,0,0
424,385,2,2,2,2,1,1,2,0,0
425,388,1,2,2,2,1,1,2,0,0
426,391,1,2,2,2,1,1,4,0,0
427,398,1,2,2,2,1,1,1,0,0
428,403,2,2,2,2,1,1,4,0,0
429,401,2,2,2,2,1,1,2,0,0
430,395,1,2,2,1,1,1,2,0,0
431,379,2,2,2,1,1,1,4,0,0
432,357,2,2,2,2,1,1,4,0,0
433,362,1,2,2,2,1,1,2,0,0
434,368,2,2,2,2,1,1,2,0,0
435,370,2,2,2,1,1,1,4,0,0
436,371,1,2,2,1,1,1,0,0,0
437,369,2,2,2,2,1,1,4,0,0
438,371,2,2,2,2,1,1,2,0,0
439,371,1,2,2,2,1,1,2,0,0
440,372,1,2,2,1,1,1,4,0,0
441,375,1,2,2,2,1,1,1,0,0
442,375,2,2,2,1,1,1,2,0,0
443,376,0,2,2,1,1,1,2,0,0
444,374,1,2,2,1,1,1,4,0,0
445,374,1,2,2,1,1,1,0,0,0
446,375,1,2,2,1,1,1,4,0,0
447,374,2,2,2,1,1,1,2,0,0
448,374,1,2,2,1,1,1,2,0,0
449,376,1,2,2,1,1,1,4,0,0
450,378,2,2,2,1,1,1,0,0,0
451,374,2,2,2,1,1,1,4,0,0
452,372,2,2,2,2,1,1,2,0,0
453,366,2,2,2,1,1,1,4,0,0
454,367,2,2,2,2,1,1,1,0,0
455,361,2,2,2,1,1,1,4,0,0
456,362,1,2,2,1,1,1,2,0,0
457,362,2,2,2,2,1,1,2,0,0
458,363,2,2,2,2,1,1,4,0,0
459,361,2,2,2,1,1,1,1,0,0
460,360,2,2,2,1,1,1,4,0,0
461,356,2,2,2,2,1,1,2,0,0
462,353,3,2,2,1,1,1,4,0,0
463,350,2,2,2,1,1,1,0,0,0
464,350,1,2,2,1,1,1,4,0,0
465,352,2,2,2,1,1,1,2,0,0
466,350,1,2,2,1,1,1,2,0,0
467,350,1,2,2,2,1,1,4,0,0
468,348,2,2,2,1,1,1,0,0,0
469,351,1,2,2,1,1,1,4,0,0
470,353,2,2,2,1,1,1,2,0,0
471,355,2,2,2,2,1,1,4,0,0
472,353,1,2,2,1,1,1,1,0,0
473,355,1,2,2,1,1,1,4,0,0
474,354,2,2,2,1,1,1,2,0,0
475,353,2,2,2,1,1,1,2,0,0
476,356,1,2,2,1,1,1,4,0,0
477,354,2,2,2,1,1,1,0,0,0
478,355,1,2,2,2,1,1,4,0,0
479,357,2,2,2,1,1,1,2,0,0
480,358,2,2,2,1,1,1,2,0,0
481,360,1,2,2,2,1,1,1,0,0
482,362,2,2,2,2,1,1,4,0,0
483,361,1,2,2,1,1,1,2,0,0
484,363,1,2,2,1,1,1,2,0,0
485,364,1,2,2,1,1,1,4,0,0
486,363,2,2,2,1,1,1,0,0,0
487,363,1,2,2,1,1,1,4,0,0
488,363,2,2,2,2,1,1,2,0,0
489,362,2,2,2,2,1,1,2,0,0
490,362,1,2,2,1,1,1,4,0,0
491,361,2,2,2,2,1,1,4,0,0
492,360,2,2,2,2,1,1,2,0,0
493,361,1,2,2,1,1,1,2,0,0
494,362,2,2,2,1,1,1,4,0,0
495,361,2,2,2,1,1,1,0,0,0
496,360,2,2,2,1,1,1,4,0,0
497,360,2,2,2,1,1,1,2,0,0
498,362,2,2,2,1,1,1,2,0,0
499,362,2,2,2,1,1,1,4,0,0
500,363,1,2,2,1,1,1,4,0,0
501,362,2,2,2,1,1,1,2,0,0
502,363,2,2,2,2,1,1,2,0,0
503,359,2,2,2,2,1,1,4,0,0
504,362,1,2,2,1,1,1,1,0,0
505,361,2,2,2,1,1,1,4,0,0
506,362,3,2,2,1,1,1,2,0,0
507,363,2,2,2,1,1,1,2,0,0
508,363,2,2,2,1,1,1,4,0,0
509,364,1,2,2,2,1,1,1,0,0
510,361,1,2,2,1,1,1,2,0,0
511,359,0,2,2,1,1,1,2,0,0
512,358,2,2,2,1,1,1,5,0,0
513,358,1,2,2,1,1,1,1,0,0
514,357,2,2,2,2,1,1,4,0,0
515,360,2,2,2,2,1,1,2,0,0
516,360,0,2,2,2,1,1,2,0,0
517,360,1,2,2,1,1,1,4,0,0
518,356,1,2,2,1,1,1,0,0,0
519,357,2,2,2,1,1,1,4,0,0
520,359,2,2,2,2,1,1,2,0,0
521,359,1,2,2,1,1,1,4,0,0
522,358,1,2,2,1,1,1,1,0,0
523,358,1,2,2,1,1,1,4,0,0
524,359,2,2,2,2,1,1,2,0,0
525,358,1,2,2,2,1,1,2,0,0
526,359,2,2,2,1,1,1,4,0,0
527,359,1,2,2,1,1,1,0,0,0
528,361,2,2,2,1,1,1,4,0,0
529,360,1,2,2,1,1,1,2,0,0
530,362,1,2,2,2,1,1,4,0,0
531,360,2,2,2,1,1,1,1,0,0
532,364,1,2,2,1,1,1,4,0,0
533,363,2,2,2,1,1,1,2,0,0
534,366,2,2,2,1,1,1,2,0,0
535,363,2,2,2,1,1,1,4,0,0
536,362,2,2,2,2,1,1,0,0,0
537,362,1,1,2,1,1,1,4,0,0
538,361,2,2,2,1,1,1,2,0,0
539,357,1,2,2,1,1,1,2,0,0
540,343,2,2,2,2,1,1,1,0,0
541,329,2,2,2,2,1,1,4,0,0
542,337,2,2,2,1,1,1,2,0,0
543,333,1,2,2,2,1,1,2,0,0
544,339,1,2,2,1,1,1,4,0,0
545,342,1,2,2,1,1,1,0,0,0
546,337,1,2,2,1,1,1,4,0,0
547,336,2,2,2,1,1,1,2,0,0
548,335,2,2,2,2,1,1,2,0,0
549,335,3,2,2,1,1,1,4,0,0
550,335,2,2,2,2,1,1,4,0,0
551,335,2,2,2,1,1,1,2,0,0
552,339,2,2,2,2,1,1,2,0,0
553,341,1,2,2,1,1,1,4,0,0
554,340,1,2,2,1,1,1,1,0,0
555,341,2,2,2,1,1,2,4,0,0
556,339,3,2,2,2,1,1,2,0,0
557,334,2,2,2,2,1,1,2,0,0
558,336,0,2,2,1,1,1,4,0,0
559,337,3,2,2,2,1,1,1,0,0
560,340,1,2,2,1,1,1,2,0,0
561,340,2,2,2,2,1,1,2,0,0
562,341,2,2,2,2,1,1,4,0,0
563,343,3,2,2,1,1,1,1,0,0
564,341,2,2,2,2,1,1,4,0,0
565,342,2,2,2,1,1,1,2,0,0
566,343,2,2,2,1,1,1,2,0,0
567,341,1,2,2,2,1,1,4,0,0
568,342,3,2,2,1,1,1,0,0,0
569,340,2,2,2,1,1,1,4,0,0
570,346,2,2,2,2,1,1,2,0,0
571,346,2,2,2,2,1,1,4,0,0
572,346,1,2,2,1,1,1,0,0,0
573,346,2,2,2,1,1,1,4,0,0
574,348,2,2,2,1,1,1,2,0,0
575,347,1,2,2,2,1,1,2,0,0
576,347,2,2,2,2,1,1,4,0,0
577,347,1,2,2,1,1,1,0,0,0
578,346,1,2,2,1,1,1,4,0,0
579,348,2,2,2,1,1,1,2,0,0
580,349,1,2,2,1,1,1,4,0,0
581,353,2,2,2,2,1,1,0,0,0
582,355,2,2,2,1,1,1,4,0,0
583,355,2,2,2,1,1,1,2,0,0
584,358,1,2,2,1,1,1,2,0,0
585,361,2,2,2,1,1,1,4,0,0
586,360,1,2,2,1,1,1,0,0,0
587,360,1,2,2,1,1,1,4,0,0
588,358,2,2,2,1,1,1,2,0,0
589,361,1,2,2,1,1,1,4,0,0
590,352,2,2,2,1,1,1,0,0,0
591,363,1,2,2,1,1,1,4,0,0
592,367,1,2,2,1,1,1,2,0,0
593,363,2,2,2,2,1,1,2,0,0
594,367,2,2,2,1,1,1,4,0,0
595,380,1,2,2,1,1,1,1,0,0
596,387,2,2,2,2,1,1,4,0,0
597,386,2,2,2,1,1,1,2,0,0
598,398,2,2,2,2,1,1,2,0,0
599,409,2,2,2,2,1,1,0,0,0
600,412,1,2,2,1,1,1,4,0,0
601,415,2,2,2,1,1,1,2,0,0
602,417,2,2,2,1,1,1,2,0,0
603,418,2,2,2,2,1,1,4,0,0
604,423,2,1,2,1,1,1,1,0,0
605,437,2,2,2,1,1,1,4,0,0
606,435,2,2,2,1,1,1,2,0,0
607,436,1,2,2,2,1,1,2,0,0
608,443,1,2,2,2,1,1,4,0,0
609,443,1,2,2,1,1,1,4,0,0
610,449,2,2,2,1,1,1,2,0,0
611,445,2,2,2,1,1,1,2,0,0
612,455,2,2,2,2,1,1,4,0,0
613,468,1,2,2,1,1,1,1,0,0
614,475,58,2,2,1,1,1,4,0,0
615,467,13,2,2,1,1,1,2,0,0
616,468,12,2,2,1,1,1,2,0,0
617,475,11,2,2,1,1,1,4,0,0
618,479,9,2,2,2,1,1,1,0,0
619,480,10,2,2,1,1,1,2,0,0
620,478,9,2,2,2,1,1,2,0,0
621,481,8,2,2,2,1,1,4,0,0
622,477,9,2,2,1,1,1,1,0,0
623,479,10,2,2,2,1,1,4,0,0
624,480,10,2,2,1,1,1,2,0,0
625,478,10,2,2,1,1,1,2,0,0
626,481,10,2,2,1,1,1,4,0,0
627,483,9,2,2,1,1,1,1,0,0
628,469,12,2,2,2,1,1,4,0,0
629,437,14,2,2,1,1,1,2,0,0
630,440,11,2,2,1,1,1,4,0,0
