,Time,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10
0,0.000139952,0,2,3,0,1,0,87,258,415,316
1,0.01132083,1,1,3,2,2,1,87,258,415,315
2,0.022544861,1,3,3,1,2,1,86,259,414,315
3,0.033620834,3,2,3,3,0,4,86,257,417,312
4,0.045151949,1,2,4,2,2,0,86,259,415,315
5,0.056178808,1,2,3,2,1,1,87,259,416,316
6,0.067216873,1,2,4,2,2,1,86,259,416,316
7,0.078122854,1,2,4,2,3,1,86,258,415,315
8,0.089026928,2,2,4,1,1,0,86,258,414,316
9,0.099881888,0,2,4,1,2,1,87,259,414,315
10,0.110868931,2,2,4,1,2,1,87,258,415,315
11,0.122017861,1,1,3,0,1,3,86,259,414,311
12,0.13288784,0,1,3,1,2,2,86,259,415,315
13,0.143705845,1,2,3,2,2,2,87,259,414,315
14,0.154521942,1,1,3,1,2,1,87,258,416,316
15,0.165364981,2,2,3,2,3,1,86,259,415,315
16,0.176177025,2,1,4,1,2,0,86,260,415,315
17,0.187404871,1,1,3,2,2,1,86,260,415,315
18,0.198230982,0,2,4,1,2,0,86,259,416,316
19,0.209028006,1,2,4,0,2,2,87,258,416,316
20,0.219796896,0,1,4,4,0,3,86,257,417,318
21,0.230657816,1,2,4,1,2,1,86,260,414,315
22,0.241774798,0,3,5,0,2,0,86,260,415,316
23,0.252654791,1,2,4,0,2,0,87,260,414,315
24,0.263448954,2,0,5,2,2,1,87,258,415,315
25,0.274254799,2,2,4,2,2,1,87,259,414,315
26,0.285082817,1,2,3,1,2,1,87,261,414,315
27,0.295871973,1,2,4,1,2,1,86,258,414,315
28,0.306856871,1,2,6,1,0,0,87,261,418,314
29,0.317678928,2,2,5,1,2,0,87,259,415,315
30,0.328502894,2,1,3,2,2,1,86,261,414,315
31,0.339346886,1,1,3,2,2,1,86,261,414,315
32,0.350196838,1,1,4,1,2,1,86,260,416,315
33,0.361054897,1,1,4,1,2,0,86,258,414,316
34,0.371933937,2,2,4,0,2,0,86,259,415,315
35,0.382791996,2,1,4,1,2,2,87,260,414,316
36,0.393641949,3,3,3,0,1,0,86,259,414,316
37,0.404433012,1,2,4,1,2,0,87,258,415,315
38,0.41521287,2,1,5,0,2,1,86,259,415,315
39,0.425966978,2,2,4,1,2,2,87,260,414,316
40,0.436925888,1,2,4,1,2,0,86,258,415,315
41,0.447710991,2,2,5,2,2,2,86,260,416,315
42,0.458488941,2,1,4,1,2,0,86,259,415,315
43,0.469254971,1,1,4,1,1,2,86,259,415,315
44,0.48003602,2,2,4,1,2,1,86,260,415,315
45,0.490889788,4,2,5,0,5,1,86,259,415,315
46,0.502064943,0,1,4,2,2,2,86,259,414,315
47,0.512892008,1,2,4,1,2,0,87,260,414,315
48,0.523685932,1,1,4,1,2,1,86,259,414,315
49,0.534459829,2,0,4,2,2,0,87,258,414,315
50,0.545207024,0,2,5,1,1,0,87,260,415,315
51,0.555985928,1,1,3,1,1,0,86,260,414,315
52,0.566968918,1,2,5,2,1,2,86,260,414,315
53,0.577768803,1,5,3,4,1,0,86,260,417,317
54,0.58857584,2,1,4,1,2,1,86,259,415,315
55,0.599373818,1,2,3,0,1,1,86,258,415,316
56,0.610207796,0,3,4,1,2,1,86,260,415,316
57,0.621068955,1,2,3,0,2,0,86,259,415,315
58,0.63228488,1,1,4,1,2,2,86,260,414,315
59,0.643109799,1,3,5,1,2,0,86,260,415,315
60,0.653889895,2,1,4,2,2,0,87,261,415,315
61,0.664662838,5,3,6,1,5,1,86,261,416,317
62,0.675443888,1,2,4,2,3,2,87,260,416,315
63,0.686224938,2,1,5,1,1,0,86,260,415,315
64,0.697173834,2,2,5,1,2,2,87,257,415,315
65,0.707971811,2,1,4,1,2,0,86,259,414,315
66,0.718744993,0,1,5,1,2,1,87,259,415,315
67,0.729492903,0,1,5,1,3,1,86,260,417,315
68,0.740272999,2,1,5,1,2,1,87,258,415,315
